sep=,
Seed,Name,Perfection,Ship_Launcher_TakeOffCost,Ship_Launcher_AutoCharge
45502,Imagined Membrane,1.0,-20%,Enabled
45503,Impossible Clusters,1.0,-20%,Enabled
45504,Impossible Bio-Anomaly,1.0,-20%,Enabled
45505,Impossible Jelly,1.0,-20%,Enabled
45506,Celestial Coils,1.0,-20%,Enabled
45507,Impossible Tendril,1.0,-20%,Enabled
45508,Conscious Membrane,1.0,-20%,Enabled
45509,Impossible Coils,1.0,-20%,Enabled
45510,Timeless Clusters,1.0,-20%,Enabled
45511,Impossible Lobes,1.0,-20%,Enabled
45512,Timeless Brain Node,1.0,-20%,Enabled
45513,Celestial Jelly,1.0,-20%,Enabled
45514,Conscious Tendril,1.0,-20%,Enabled
45515,Timeless Brain Node,1.0,-20%,Enabled
45516,Imagined Brain Node,1.0,-20%,Enabled
45517,Celestial Brain Node,1.0,-20%,Enabled
45518,Timeless Membrane,1.0,-20%,Enabled
45519,Conscious Brain Node,1.0,-20%,Enabled
45520,Timeless Nodules,1.0,-20%,Enabled
45521,Imagined Jelly,1.0,-20%,Enabled
45522,Timeless Coils,1.0,-20%,Enabled
45523,Timeless Coils,1.0,-20%,Enabled
45524,Timeless Lobes,1.0,-20%,Enabled
45525,Conscious Lobes,1.0,-20%,Enabled
45526,Celestial Brain Node,1.0,-20%,Enabled
45527,Timeless Jelly,1.0,-20%,Enabled
45528,Celestial Brain Node,1.0,-20%,Enabled
45529,Conscious Jelly,1.0,-20%,Enabled
45530,Celestial Coils,1.0,-20%,Enabled
45531,Celestial Bio-Anomaly,1.0,-20%,Enabled
45532,Imagined Clusters,1.0,-20%,Enabled
45533,Conscious Clusters,1.0,-20%,Enabled
45534,Imagined Nodules,1.0,-20%,Enabled
45535,Impossible Brain Node,1.0,-20%,Enabled
45536,Impossible Nodules,1.0,-20%,Enabled
45537,Conscious Brain Node,1.0,-20%,Enabled
45538,Timeless Coils,1.0,-20%,Enabled
45539,Timeless Brain Node,1.0,-20%,Enabled
45540,Impossible Brain Node,1.0,-20%,Enabled
45541,Celestial Nodules,1.0,-20%,Enabled
45542,Imagined Brain Node,1.0,-20%,Enabled
45543,Impossible Nodules,1.0,-20%,Enabled
45544,Imagined Brain Node,1.0,-20%,Enabled
45545,Imagined Lobes,1.0,-20%,Enabled
45546,Imagined Jelly,1.0,-20%,Enabled
45547,Imagined Clusters,1.0,-20%,Enabled
45548,Celestial Membrane,1.0,-20%,Enabled
45549,Imagined Nodules,1.0,-20%,Enabled
45550,Conscious Nodules,1.0,-20%,Enabled
45551,Timeless Jelly,1.0,-20%,Enabled
45552,Timeless Coils,1.0,-20%,Enabled
45553,Imagined Coils,1.0,-20%,Enabled
45554,Celestial Coils,1.0,-20%,Enabled
45555,Conscious Clusters,1.0,-20%,Enabled
45556,Celestial Lobes,1.0,-20%,Enabled
45557,Conscious Clusters,1.0,-20%,Enabled
45558,Celestial Tendril,1.0,-20%,Enabled
45559,Timeless Coils,1.0,-20%,Enabled
45560,Conscious Lobes,1.0,-20%,Enabled
45561,Celestial Tendril,1.0,-20%,Enabled
45562,Celestial Tendril,1.0,-20%,Enabled
45563,Imagined Brain Node,1.0,-20%,Enabled
45564,Imagined Brain Node,1.0,-20%,Enabled
45565,Imagined Jelly,1.0,-20%,Enabled
45566,Conscious Brain Node,1.0,-20%,Enabled
45567,Timeless Brain Node,1.0,-20%,Enabled
45568,Imagined Clusters,1.0,-20%,Enabled
45569,Conscious Tendril,1.0,-20%,Enabled
45570,Impossible Lobes,1.0,-20%,Enabled
45571,Impossible Jelly,1.0,-20%,Enabled
45572,Imagined Lobes,1.0,-20%,Enabled
45573,Imagined Bio-Anomaly,1.0,-20%,Enabled
45574,Conscious Nodules,1.0,-20%,Enabled
45575,Conscious Coils,1.0,-20%,Enabled
45576,Imagined Nodules,1.0,-20%,Enabled
45577,Conscious Nodules,1.0,-20%,Enabled
45578,Imagined Tendril,1.0,-20%,Enabled
45579,Celestial Nodules,1.0,-20%,Enabled
45580,Imagined Clusters,1.0,-20%,Enabled
45581,Imagined Nodules,1.0,-20%,Enabled
45582,Celestial Brain Node,1.0,-20%,Enabled
45583,Imagined Lobes,1.0,-20%,Enabled
45584,Conscious Clusters,1.0,-20%,Enabled
45585,Celestial Bio-Anomaly,1.0,-20%,Enabled
45586,Timeless Brain Node,1.0,-20%,Enabled
45587,Conscious Brain Node,1.0,-20%,Enabled
45588,Impossible Clusters,1.0,-20%,Enabled
45589,Imagined Coils,1.0,-20%,Enabled
45590,Imagined Clusters,1.0,-20%,Enabled
45591,Impossible Brain Node,1.0,-20%,Enabled
45592,Imagined Clusters,1.0,-20%,Enabled
45593,Impossible Brain Node,1.0,-20%,Enabled
45594,Celestial Jelly,1.0,-20%,Enabled
45595,Impossible Nodules,1.0,-20%,Enabled
45596,Impossible Clusters,1.0,-20%,Enabled
45597,Imagined Lobes,1.0,-20%,Enabled
45598,Celestial Coils,1.0,-20%,Enabled
45599,Conscious Clusters,1.0,-20%,Enabled
45600,Imagined Brain Node,1.0,-20%,Enabled
45601,Timeless Coils,1.0,-20%,Enabled
45602,Timeless Membrane,1.0,-20%,Enabled
45603,Celestial Nodules,1.0,-20%,Enabled
45604,Imagined Lobes,1.0,-20%,Enabled
45605,Impossible Bio-Anomaly,1.0,-20%,Enabled
45606,Conscious Clusters,1.0,-20%,Enabled
45607,Timeless Brain Node,1.0,-20%,Enabled
45608,Celestial Lobes,1.0,-20%,Enabled
45609,Imagined Tendril,1.0,-20%,Enabled
45610,Celestial Lobes,1.0,-20%,Enabled
45611,Imagined Coils,1.0,-20%,Enabled
45612,Imagined Coils,1.0,-20%,Enabled
45613,Celestial Lobes,1.0,-20%,Enabled
45614,Impossible Bio-Anomaly,1.0,-20%,Enabled
45615,Conscious Brain Node,1.0,-20%,Enabled
45616,Celestial Jelly,1.0,-20%,Enabled
45617,Conscious Jelly,1.0,-20%,Enabled
45618,Timeless Bio-Anomaly,1.0,-20%,Enabled
45619,Conscious Membrane,1.0,-20%,Enabled
45620,Conscious Brain Node,1.0,-20%,Enabled
45621,Conscious Clusters,1.0,-20%,Enabled
45622,Conscious Bio-Anomaly,1.0,-20%,Enabled
45623,Impossible Nodules,1.0,-20%,Enabled
45624,Impossible Nodules,1.0,-20%,Enabled
45625,Celestial Nodules,1.0,-20%,Enabled
45626,Imagined Membrane,1.0,-20%,Enabled
45627,Conscious Brain Node,1.0,-20%,Enabled
45628,Imagined Brain Node,1.0,-20%,Enabled
45629,Celestial Lobes,1.0,-20%,Enabled
45630,Imagined Membrane,1.0,-20%,Enabled
45631,Celestial Jelly,1.0,-20%,Enabled
45632,Celestial Jelly,1.0,-20%,Enabled
45633,Impossible Membrane,1.0,-20%,Enabled
45634,Timeless Clusters,1.0,-20%,Enabled
45635,Impossible Clusters,1.0,-20%,Enabled
45636,Imagined Brain Node,1.0,-20%,Enabled
45637,Conscious Membrane,1.0,-20%,Enabled
45638,Imagined Jelly,1.0,-20%,Enabled
45639,Celestial Membrane,1.0,-20%,Enabled
45640,Imagined Nodules,1.0,-20%,Enabled
45641,Impossible Brain Node,1.0,-20%,Enabled
45642,Conscious Bio-Anomaly,1.0,-20%,Enabled
45643,Celestial Lobes,1.0,-20%,Enabled
45644,Conscious Brain Node,1.0,-20%,Enabled
45645,Celestial Coils,1.0,-20%,Enabled
45646,Imagined Jelly,1.0,-20%,Enabled
45647,Celestial Nodules,1.0,-20%,Enabled
45648,Impossible Coils,1.0,-20%,Enabled
45649,Impossible Bio-Anomaly,1.0,-20%,Enabled
45650,Celestial Bio-Anomaly,1.0,-20%,Enabled
45651,Impossible Coils,1.0,-20%,Enabled
45652,Impossible Coils,1.0,-20%,Enabled
45653,Timeless Jelly,1.0,-20%,Enabled
45654,Celestial Jelly,1.0,-20%,Enabled
45655,Conscious Brain Node,1.0,-20%,Enabled
45656,Impossible Jelly,1.0,-20%,Enabled
45657,Celestial Coils,1.0,-20%,Enabled
45658,Impossible Nodules,1.0,-20%,Enabled
45659,Impossible Clusters,1.0,-20%,Enabled
45660,Imagined Tendril,1.0,-20%,Enabled
45661,Conscious Clusters,1.0,-20%,Enabled
45662,Celestial Coils,1.0,-20%,Enabled
45663,Timeless Jelly,1.0,-20%,Enabled
45664,Imagined Membrane,1.0,-20%,Enabled
45665,Celestial Brain Node,1.0,-20%,Enabled
45666,Conscious Nodules,1.0,-20%,Enabled
45667,Celestial Coils,1.0,-20%,Enabled
45668,Impossible Brain Node,1.0,-20%,Enabled
45669,Conscious Brain Node,1.0,-20%,Enabled
45670,Timeless Tendril,1.0,-20%,Enabled
45671,Conscious Coils,1.0,-20%,Enabled
45672,Conscious Brain Node,1.0,-20%,Enabled
45673,Impossible Coils,1.0,-20%,Enabled
45674,Timeless Bio-Anomaly,1.0,-20%,Enabled
45675,Imagined Bio-Anomaly,1.0,-20%,Enabled
45676,Imagined Lobes,1.0,-20%,Enabled
45677,Impossible Brain Node,1.0,-20%,Enabled
45678,Imagined Bio-Anomaly,1.0,-20%,Enabled
45679,Imagined Membrane,1.0,-20%,Enabled
45680,Imagined Nodules,1.0,-20%,Enabled
45681,Conscious Clusters,1.0,-20%,Enabled
45682,Celestial Brain Node,1.0,-20%,Enabled
45683,Timeless Coils,1.0,-20%,Enabled
45684,Timeless Lobes,1.0,-20%,Enabled
45685,Imagined Coils,1.0,-20%,Enabled
45686,Celestial Clusters,1.0,-20%,Enabled
45687,Imagined Membrane,1.0,-20%,Enabled
45688,Impossible Coils,1.0,-20%,Enabled
45689,Impossible Membrane,1.0,-20%,Enabled
45690,Impossible Lobes,1.0,-20%,Enabled
45691,Impossible Tendril,1.0,-20%,Enabled
45692,Impossible Membrane,1.0,-20%,Enabled
45693,Celestial Brain Node,1.0,-20%,Enabled
45694,Impossible Jelly,1.0,-20%,Enabled
45695,Conscious Membrane,1.0,-20%,Enabled
45696,Imagined Membrane,1.0,-20%,Enabled
45697,Impossible Brain Node,1.0,-20%,Enabled
45698,Conscious Brain Node,1.0,-20%,Enabled
45699,Imagined Lobes,1.0,-20%,Enabled
45700,Imagined Brain Node,1.0,-20%,Enabled
45701,Celestial Bio-Anomaly,1.0,-20%,Enabled
45702,Imagined Coils,1.0,-20%,Enabled
45703,Celestial Brain Node,1.0,-20%,Enabled
45704,Conscious Clusters,1.0,-20%,Enabled
45705,Imagined Brain Node,1.0,-20%,Enabled
45706,Impossible Brain Node,1.0,-20%,Enabled
45707,Celestial Jelly,1.0,-20%,Enabled
45708,Impossible Bio-Anomaly,1.0,-20%,Enabled
45709,Conscious Nodules,1.0,-20%,Enabled
45710,Celestial Brain Node,1.0,-20%,Enabled
45711,Celestial Tendril,1.0,-20%,Enabled
45712,Imagined Bio-Anomaly,1.0,-20%,Enabled
45713,Timeless Brain Node,1.0,-20%,Enabled
45714,Conscious Jelly,1.0,-20%,Enabled
45715,Conscious Coils,1.0,-20%,Enabled
45716,Timeless Bio-Anomaly,1.0,-20%,Enabled
45717,Celestial Clusters,1.0,-20%,Enabled
45718,Timeless Brain Node,1.0,-20%,Enabled
45719,Conscious Lobes,1.0,-20%,Enabled
45720,Celestial Membrane,1.0,-20%,Enabled
45721,Celestial Tendril,1.0,-20%,Enabled
45722,Conscious Bio-Anomaly,1.0,-20%,Enabled
45723,Timeless Membrane,1.0,-20%,Enabled
45724,Timeless Bio-Anomaly,1.0,-20%,Enabled
45725,Imagined Brain Node,1.0,-20%,Enabled
45726,Imagined Membrane,1.0,-20%,Enabled
45727,Timeless Coils,1.0,-20%,Enabled
45728,Timeless Nodules,1.0,-20%,Enabled
45729,Imagined Bio-Anomaly,1.0,-20%,Enabled
45730,Impossible Tendril,1.0,-20%,Enabled
45731,Celestial Lobes,1.0,-20%,Enabled
45732,Celestial Membrane,1.0,-20%,Enabled
45733,Celestial Tendril,1.0,-20%,Enabled
45734,Timeless Tendril,1.0,-20%,Enabled
45735,Celestial Bio-Anomaly,1.0,-20%,Enabled
45736,Celestial Lobes,1.0,-20%,Enabled
45737,Imagined Coils,1.0,-20%,Enabled
45738,Timeless Jelly,1.0,-20%,Enabled
45739,Impossible Membrane,1.0,-20%,Enabled
45740,Imagined Brain Node,1.0,-20%,Enabled
45741,Imagined Clusters,1.0,-20%,Enabled
45742,Conscious Tendril,1.0,-20%,Enabled
45743,Conscious Membrane,1.0,-20%,Enabled
45744,Celestial Lobes,1.0,-20%,Enabled
45745,Impossible Clusters,1.0,-20%,Enabled
45746,Celestial Clusters,1.0,-20%,Enabled
45747,Conscious Lobes,1.0,-20%,Enabled
45748,Imagined Coils,1.0,-20%,Enabled
45749,Imagined Nodules,1.0,-20%,Enabled
45750,Conscious Brain Node,1.0,-20%,Enabled
45751,Timeless Tendril,1.0,-20%,Enabled
45752,Impossible Jelly,1.0,-20%,Enabled
45753,Celestial Lobes,1.0,-20%,Enabled
45754,Conscious Coils,1.0,-20%,Enabled
45755,Impossible Clusters,1.0,-20%,Enabled
45756,Celestial Bio-Anomaly,1.0,-20%,Enabled
45757,Timeless Bio-Anomaly,1.0,-20%,Enabled
45758,Imagined Lobes,1.0,-20%,Enabled
45759,Imagined Brain Node,1.0,-20%,Enabled
45760,Imagined Bio-Anomaly,1.0,-20%,Enabled
45761,Celestial Jelly,1.0,-20%,Enabled
45762,Conscious Jelly,1.0,-20%,Enabled
45763,Imagined Tendril,1.0,-20%,Enabled
45764,Timeless Bio-Anomaly,1.0,-20%,Enabled
45765,Celestial Bio-Anomaly,1.0,-20%,Enabled
45766,Imagined Brain Node,1.0,-20%,Enabled
45767,Imagined Clusters,1.0,-20%,Enabled
45768,Timeless Tendril,1.0,-20%,Enabled
45769,Conscious Brain Node,1.0,-20%,Enabled
45770,Impossible Clusters,1.0,-20%,Enabled
45771,Celestial Brain Node,1.0,-20%,Enabled
45772,Conscious Nodules,1.0,-20%,Enabled
45773,Impossible Brain Node,1.0,-20%,Enabled
45774,Imagined Lobes,1.0,-20%,Enabled
45775,Celestial Bio-Anomaly,1.0,-20%,Enabled
45776,Impossible Brain Node,1.0,-20%,Enabled
45777,Celestial Brain Node,1.0,-20%,Enabled
45778,Timeless Clusters,1.0,-20%,Enabled
45779,Timeless Brain Node,1.0,-20%,Enabled
45780,Imagined Membrane,1.0,-20%,Enabled
45781,Impossible Nodules,1.0,-20%,Enabled
45782,Imagined Lobes,1.0,-20%,Enabled
45783,Imagined Brain Node,1.0,-20%,Enabled
45784,Impossible Bio-Anomaly,1.0,-20%,Enabled
45785,Celestial Clusters,1.0,-20%,Enabled
45786,Conscious Nodules,1.0,-20%,Enabled
45787,Impossible Lobes,1.0,-20%,Enabled
45788,Conscious Clusters,1.0,-20%,Enabled
45789,Timeless Clusters,1.0,-20%,Enabled
45790,Conscious Nodules,1.0,-20%,Enabled
45791,Conscious Tendril,1.0,-20%,Enabled
45792,Timeless Lobes,1.0,-20%,Enabled
45793,Impossible Jelly,1.0,-20%,Enabled
45794,Timeless Clusters,1.0,-20%,Enabled
45795,Conscious Brain Node,1.0,-20%,Enabled
45796,Celestial Nodules,1.0,-20%,Enabled
45797,Impossible Lobes,1.0,-20%,Enabled
45798,Conscious Lobes,1.0,-20%,Enabled
45799,Imagined Bio-Anomaly,1.0,-20%,Enabled
45800,Impossible Lobes,1.0,-20%,Enabled
45801,Conscious Jelly,1.0,-20%,Enabled
45802,Conscious Clusters,1.0,-20%,Enabled
45803,Imagined Bio-Anomaly,1.0,-20%,Enabled
45804,Imagined Clusters,1.0,-20%,Enabled
45805,Timeless Bio-Anomaly,1.0,-20%,Enabled
45806,Impossible Clusters,1.0,-20%,Enabled
45807,Celestial Bio-Anomaly,1.0,-20%,Enabled
45808,Imagined Brain Node,1.0,-20%,Enabled
45809,Timeless Nodules,1.0,-20%,Enabled
45810,Conscious Bio-Anomaly,1.0,-20%,Enabled
45811,Imagined Jelly,1.0,-20%,Enabled
45812,Impossible Jelly,1.0,-20%,Enabled
45813,Conscious Jelly,1.0,-20%,Enabled
45814,Conscious Coils,1.0,-20%,Enabled
45815,Celestial Tendril,1.0,-20%,Enabled
45816,Celestial Coils,1.0,-20%,Enabled
45817,Timeless Nodules,1.0,-20%,Enabled
45818,Celestial Bio-Anomaly,1.0,-20%,Enabled
45819,Conscious Bio-Anomaly,1.0,-20%,Enabled
45820,Imagined Bio-Anomaly,1.0,-20%,Enabled
45821,Conscious Jelly,1.0,-20%,Enabled
45822,Impossible Coils,1.0,-20%,Enabled
45823,Imagined Brain Node,1.0,-20%,Enabled
45824,Impossible Coils,1.0,-20%,Enabled
45825,Impossible Membrane,1.0,-20%,Enabled
45826,Timeless Brain Node,1.0,-20%,Enabled
45827,Imagined Brain Node,1.0,-20%,Enabled
45828,Timeless Coils,1.0,-20%,Enabled
45829,Impossible Nodules,1.0,-20%,Enabled
45830,Conscious Membrane,1.0,-20%,Enabled
45831,Timeless Clusters,1.0,-20%,Enabled
45832,Timeless Brain Node,1.0,-20%,Enabled
45833,Imagined Tendril,1.0,-20%,Enabled
45834,Impossible Clusters,1.0,-20%,Enabled
45835,Conscious Brain Node,1.0,-20%,Enabled
45836,Conscious Brain Node,1.0,-20%,Enabled
45837,Celestial Nodules,1.0,-20%,Enabled
45838,Impossible Clusters,1.0,-20%,Enabled
45839,Celestial Membrane,1.0,-20%,Enabled
45840,Impossible Membrane,1.0,-20%,Enabled
45841,Impossible Jelly,1.0,-20%,Enabled
45842,Conscious Jelly,1.0,-20%,Enabled
45843,Conscious Brain Node,1.0,-20%,Enabled
45844,Celestial Brain Node,1.0,-20%,Enabled
45845,Impossible Nodules,1.0,-20%,Enabled
45846,Impossible Jelly,1.0,-20%,Enabled
45847,Celestial Nodules,1.0,-20%,Enabled
45848,Impossible Lobes,1.0,-20%,Enabled
45849,Impossible Bio-Anomaly,1.0,-20%,Enabled
45850,Imagined Membrane,1.0,-20%,Enabled
45851,Celestial Nodules,1.0,-20%,Enabled
45852,Imagined Brain Node,1.0,-20%,Enabled
45853,Conscious Tendril,1.0,-20%,Enabled
45854,Impossible Jelly,1.0,-20%,Enabled
45855,Celestial Jelly,1.0,-20%,Enabled
45856,Impossible Clusters,1.0,-20%,Enabled
45857,Timeless Membrane,1.0,-20%,Enabled
45858,Timeless Clusters,1.0,-20%,Enabled
45859,Conscious Tendril,1.0,-20%,Enabled
45860,Impossible Clusters,1.0,-20%,Enabled
45861,Conscious Clusters,1.0,-20%,Enabled
45862,Timeless Brain Node,1.0,-20%,Enabled
45863,Timeless Lobes,1.0,-20%,Enabled
45864,Impossible Tendril,1.0,-20%,Enabled
45865,Conscious Bio-Anomaly,1.0,-20%,Enabled
45866,Impossible Membrane,1.0,-20%,Enabled
45867,Impossible Coils,1.0,-20%,Enabled
45868,Conscious Bio-Anomaly,1.0,-20%,Enabled
45869,Imagined Tendril,1.0,-20%,Enabled
45870,Conscious Tendril,1.0,-20%,Enabled
45871,Impossible Brain Node,1.0,-20%,Enabled
45872,Impossible Jelly,1.0,-20%,Enabled
45873,Imagined Brain Node,1.0,-20%,Enabled
45874,Imagined Nodules,1.0,-20%,Enabled
45875,Timeless Bio-Anomaly,1.0,-20%,Enabled
45876,Timeless Membrane,1.0,-20%,Enabled
45877,Impossible Brain Node,1.0,-20%,Enabled
45878,Celestial Bio-Anomaly,1.0,-20%,Enabled
45879,Imagined Brain Node,1.0,-20%,Enabled
45880,Timeless Lobes,1.0,-20%,Enabled
45881,Impossible Membrane,1.0,-20%,Enabled
45882,Celestial Coils,1.0,-20%,Enabled
45883,Timeless Nodules,1.0,-20%,Enabled
45884,Conscious Nodules,1.0,-20%,Enabled
45885,Conscious Bio-Anomaly,1.0,-20%,Enabled
45886,Conscious Lobes,1.0,-20%,Enabled
45887,Celestial Tendril,1.0,-20%,Enabled
45888,Impossible Tendril,1.0,-20%,Enabled
45889,Conscious Brain Node,1.0,-20%,Enabled
45890,Impossible Clusters,1.0,-20%,Enabled
45891,Imagined Brain Node,1.0,-20%,Enabled
45892,Imagined Clusters,1.0,-20%,Enabled
45893,Celestial Clusters,1.0,-20%,Enabled
45894,Impossible Nodules,1.0,-20%,Enabled
45895,Conscious Brain Node,1.0,-20%,Enabled
45896,Timeless Brain Node,1.0,-20%,Enabled
45897,Conscious Tendril,1.0,-20%,Enabled
45898,Timeless Clusters,1.0,-20%,Enabled
45899,Imagined Coils,1.0,-20%,Enabled
45900,Impossible Tendril,1.0,-20%,Enabled
45901,Impossible Bio-Anomaly,1.0,-20%,Enabled
45902,Impossible Tendril,1.0,-20%,Enabled
45903,Timeless Tendril,1.0,-20%,Enabled
45904,Impossible Bio-Anomaly,1.0,-20%,Enabled
45905,Celestial Bio-Anomaly,1.0,-20%,Enabled
45906,Timeless Lobes,1.0,-20%,Enabled
45907,Conscious Coils,1.0,-20%,Enabled
45908,Timeless Lobes,1.0,-20%,Enabled
45909,Timeless Tendril,1.0,-20%,Enabled
45910,Timeless Clusters,1.0,-20%,Enabled
45911,Conscious Bio-Anomaly,1.0,-20%,Enabled
45912,Timeless Lobes,1.0,-20%,Enabled
45913,Impossible Bio-Anomaly,1.0,-20%,Enabled
45914,Imagined Coils,1.0,-20%,Enabled
45915,Timeless Lobes,1.0,-20%,Enabled
45916,Conscious Clusters,1.0,-20%,Enabled
45917,Conscious Tendril,1.0,-20%,Enabled
45918,Timeless Tendril,1.0,-20%,Enabled
45919,Imagined Coils,1.0,-20%,Enabled
45920,Impossible Lobes,1.0,-20%,Enabled
45921,Conscious Tendril,1.0,-20%,Enabled
45922,Celestial Nodules,1.0,-20%,Enabled
45923,Timeless Lobes,1.0,-20%,Enabled
45924,Timeless Tendril,1.0,-20%,Enabled
45925,Celestial Membrane,1.0,-20%,Enabled
45926,Celestial Jelly,1.0,-20%,Enabled
45927,Impossible Jelly,1.0,-20%,Enabled
45928,Impossible Jelly,1.0,-20%,Enabled
45929,Impossible Brain Node,1.0,-20%,Enabled
45930,Imagined Tendril,1.0,-20%,Enabled
45931,Timeless Membrane,1.0,-20%,Enabled
45932,Timeless Bio-Anomaly,1.0,-20%,Enabled
45933,Celestial Membrane,1.0,-20%,Enabled
45934,Timeless Jelly,1.0,-20%,Enabled
45935,Celestial Clusters,1.0,-20%,Enabled
45936,Timeless Bio-Anomaly,1.0,-20%,Enabled
45937,Timeless Jelly,1.0,-20%,Enabled
45938,Imagined Brain Node,1.0,-20%,Enabled
45939,Celestial Lobes,1.0,-20%,Enabled
45940,Conscious Membrane,1.0,-20%,Enabled
45941,Timeless Brain Node,1.0,-20%,Enabled
45942,Conscious Lobes,1.0,-20%,Enabled
45943,Imagined Lobes,1.0,-20%,Enabled
45944,Impossible Jelly,1.0,-20%,Enabled
45945,Celestial Bio-Anomaly,1.0,-20%,Enabled
45946,Conscious Jelly,1.0,-20%,Enabled
45947,Impossible Coils,1.0,-20%,Enabled
45948,Impossible Brain Node,1.0,-20%,Enabled
45949,Celestial Jelly,1.0,-20%,Enabled
45950,Timeless Coils,1.0,-20%,Enabled
45951,Imagined Jelly,1.0,-20%,Enabled
45952,Timeless Membrane,1.0,-20%,Enabled
45953,Impossible Jelly,1.0,-20%,Enabled
45954,Imagined Membrane,1.0,-20%,Enabled
45955,Imagined Bio-Anomaly,1.0,-20%,Enabled
45956,Conscious Brain Node,1.0,-20%,Enabled
45957,Conscious Tendril,1.0,-20%,Enabled
45958,Celestial Membrane,1.0,-20%,Enabled
45959,Celestial Lobes,1.0,-20%,Enabled
45960,Conscious Brain Node,1.0,-20%,Enabled
45961,Conscious Membrane,1.0,-20%,Enabled
45962,Celestial Lobes,1.0,-20%,Enabled
45963,Impossible Membrane,1.0,-20%,Enabled
45964,Celestial Lobes,1.0,-20%,Enabled
45965,Impossible Clusters,1.0,-20%,Enabled
45966,Celestial Membrane,1.0,-20%,Enabled
45967,Conscious Lobes,1.0,-20%,Enabled
45968,Imagined Tendril,1.0,-20%,Enabled
45969,Timeless Brain Node,1.0,-20%,Enabled
45970,Conscious Coils,1.0,-20%,Enabled
45971,Timeless Bio-Anomaly,1.0,-20%,Enabled
45972,Timeless Tendril,1.0,-20%,Enabled
45973,Timeless Coils,1.0,-20%,Enabled
45974,Imagined Coils,1.0,-20%,Enabled
45975,Conscious Bio-Anomaly,1.0,-20%,Enabled
45976,Imagined Nodules,1.0,-20%,Enabled
45977,Timeless Coils,1.0,-20%,Enabled
45978,Imagined Membrane,1.0,-20%,Enabled
45979,Imagined Membrane,1.0,-20%,Enabled
45980,Celestial Brain Node,1.0,-20%,Enabled
45981,Imagined Membrane,1.0,-20%,Enabled
45982,Timeless Bio-Anomaly,1.0,-20%,Enabled
45983,Timeless Brain Node,1.0,-20%,Enabled
45984,Imagined Coils,1.0,-20%,Enabled
45985,Celestial Coils,1.0,-20%,Enabled
45986,Imagined Lobes,1.0,-20%,Enabled
45987,Timeless Brain Node,1.0,-20%,Enabled
45988,Conscious Bio-Anomaly,1.0,-20%,Enabled
45989,Celestial Membrane,1.0,-20%,Enabled
45990,Conscious Brain Node,1.0,-20%,Enabled
45991,Imagined Coils,1.0,-20%,Enabled
45992,Impossible Tendril,1.0,-20%,Enabled
45993,Celestial Jelly,1.0,-20%,Enabled
45994,Impossible Bio-Anomaly,1.0,-20%,Enabled
45995,Imagined Tendril,1.0,-20%,Enabled
45996,Imagined Jelly,1.0,-20%,Enabled
45997,Impossible Nodules,1.0,-20%,Enabled
45998,Celestial Brain Node,1.0,-20%,Enabled
45999,Celestial Lobes,1.0,-20%,Enabled
46000,Timeless Jelly,1.0,-20%,Enabled
46001,Celestial Nodules,1.0,-20%,Enabled
46002,Impossible Lobes,1.0,-20%,Enabled
46003,Conscious Nodules,1.0,-20%,Enabled
46004,Impossible Membrane,1.0,-20%,Enabled
46005,Celestial Bio-Anomaly,1.0,-20%,Enabled
46006,Celestial Brain Node,1.0,-20%,Enabled
46007,Conscious Clusters,1.0,-20%,Enabled
46008,Celestial Jelly,1.0,-20%,Enabled
46009,Impossible Jelly,1.0,-20%,Enabled
46010,Timeless Tendril,1.0,-20%,Enabled
46011,Imagined Jelly,1.0,-20%,Enabled
46012,Conscious Jelly,1.0,-20%,Enabled
46013,Conscious Jelly,1.0,-20%,Enabled
46014,Timeless Nodules,1.0,-20%,Enabled
46015,Impossible Tendril,1.0,-20%,Enabled
46016,Celestial Membrane,1.0,-20%,Enabled
46017,Impossible Lobes,1.0,-20%,Enabled
46018,Celestial Lobes,1.0,-20%,Enabled
46019,Conscious Clusters,1.0,-20%,Enabled
46020,Celestial Brain Node,1.0,-20%,Enabled
46021,Imagined Brain Node,1.0,-20%,Enabled
46022,Celestial Lobes,1.0,-20%,Enabled
46023,Imagined Jelly,1.0,-20%,Enabled
46024,Celestial Jelly,1.0,-20%,Enabled
46025,Timeless Nodules,1.0,-20%,Enabled
46026,Impossible Lobes,1.0,-20%,Enabled
46027,Conscious Nodules,1.0,-20%,Enabled
46028,Imagined Tendril,1.0,-20%,Enabled
46029,Impossible Clusters,1.0,-20%,Enabled
46030,Imagined Tendril,1.0,-20%,Enabled
46031,Timeless Nodules,1.0,-20%,Enabled
46032,Celestial Nodules,1.0,-20%,Enabled
46033,Celestial Nodules,1.0,-20%,Enabled
46034,Conscious Clusters,1.0,-20%,Enabled
46035,Imagined Bio-Anomaly,1.0,-20%,Enabled
46036,Conscious Coils,1.0,-20%,Enabled
46037,Celestial Brain Node,1.0,-20%,Enabled
46038,Impossible Lobes,1.0,-20%,Enabled
46039,Timeless Membrane,1.0,-20%,Enabled
46040,Celestial Bio-Anomaly,1.0,-20%,Enabled
46041,Imagined Membrane,1.0,-20%,Enabled
46042,Conscious Brain Node,1.0,-20%,Enabled
46043,Conscious Bio-Anomaly,1.0,-20%,Enabled
46044,Conscious Jelly,1.0,-20%,Enabled
46045,Timeless Brain Node,1.0,-20%,Enabled
