sep=,
Seed,Name,Perfection,Product_Age,Product_Basevalue
48948,Well-preserved Pneumatics,0.773,2581,2159533
48949,Fused Plating,0.30664,676,926029
48950,High-tech Processor,0.48448,2421,1396412
48951,Blackened Cylinders,0.22335,1072,705733
48952,Oily Belt,0.08279,274,333979
48953,Chewed Heat Pipes,0.1616,831,542419
48954,Tarnished Booster,0.03544,251,208741
48955,Repurposed Casing,0.06719,314,292718
48956,Buzzing Pinion,0.01399,422,152001
48957,Repurposed Valves,0.04252,259,227450
48958,Pitted Compressor,0.00174,304,119590
48959,Humming Reservoir,0.06479,353,286364
48960,Crusty Pistons,0.01889,287,164950
48961,Oily Booster,0.30787,851,929282
48962,Odd Pinion,0.0341,350,205196
48963,Pitted Pump,0.00202,324,120339
48964,Chewed Board,0.01283,215,148938
48965,Rusty Plating,0.00933,315,139667
48966,Water-stained Pump,0.16066,1069,539928
48967,Water-stained Bearing,0.07869,363,323135
48968,Blackened Actuator,0.06857,438,296355
48969,Crusty Storage Unit,0.06443,329,285415
48970,Humming Belt,0.07173,295,304732
48971,Sparking Bearing,0.04646,349,237890
48972,Unusual Sprockets,0.24828,870,771683
48973,Blackened Belt,0.03694,209,212704
48974,Greasy Compressor,0.04726,359,240001
48975,Water-stained Casing,0.0284,456,190103
48976,Sparking Belting,0.06852,470,296237
48977,Weathered Ballute,0.2396,1054,748732
48978,Weathered Casing,0.00114,207,118027
48979,Buzzing Gear,0.03524,303,208212
48980,Oily Plug,0.0668,400,291676
48981,Buzzing Circuits,0.00501,400,128245
48982,Buzzing Heat Pipes,0.30436,851,920006
48983,Tarnished Heat Pipes,0.05209,482,252770
48984,Sparking Sensor,0.22136,808,700468
48985,Fused Bearing,0.07884,254,323537
48986,Oily Sensor,0.18583,819,606508
48987,Blackened Crank,0.06334,217,282518
48988,Intricate Gyroscope,0.82648,2070,2300970
48989,Crusty Tank,0.02362,314,177473
48990,Crusty Sprockets,0.06262,488,280619
48991,Well-preserved Regulator,0.64226,2949,1813731
48992,Well-preserved Regulator,0.67742,1745,1906719
48993,Repurposed Cog,0.00104,217,117743
48994,Corroded Reservoir,0.05228,266,253267
48995,Chewed Seal,0.03581,236,209714
48996,Repurposed Thruster,0.03568,245,209377
48997,Chewed Cylinders,0.28366,882,865255
48998,Unusual Bearing,0.31721,1093,954006
48999,Pitted Inlet,0.07503,217,313449
49000,Repurposed Valves,0.05751,281,267119
49001,Pitted Heat Pipes,0.00862,272,137811
49002,Damaged Pistons,0.05284,294,254769
49003,Humming Belt,0.08623,327,343066
49004,Bent Circuits,0.08551,325,341180
49005,Damaged Inlet,0.00722,359,134091
49006,Damaged Ballute,0.03678,390,212273
49007,Water-stained Actuator,0.19602,830,633455
49008,Water-stained Plating,0.07683,488,318214
49009,Corroded Booster,0.02702,394,186469
49010,Crusty Booster,0.0417,481,225288
49011,Oily Storage Unit,0.19813,833,639029
49012,Chewed Radiator,0.25628,875,792830
49013,Damaged Pistons,0.00439,204,126609
49014,Humming Circuits,0.05807,461,268592
49015,Corroded Actuator,0.05638,375,264129
49016,Tarnished Casing,0.31565,683,949862
49017,Corroded Belt,0.0164,228,158386
49018,Damaged Sensor,0.23135,1028,726913
49019,Blackened Booster,0.01394,205,151875
49020,Fused Pinion,0.06774,494,294158
49021,Odd Pinion,0.00795,242,136035
49022,Repurposed Bearing,0.04953,469,245990
49023,Water-stained Cylinders,0.17955,851,589895
49024,Buzzing Cylinders,0.06307,265,281808
49025,Pitted Actuator,0.03966,319,219900
49026,Unusual Inlet,0.08565,253,341551
49027,Tarnished Bearing,0.27874,712,852256
49028,Experimental Accelerometer,0.53374,2205,1526705
49029,Crusty Reservoir,0.1352,1079,472584
49030,Greasy Plating,0.03685,319,212477
49031,Crusty Valves,0.07076,460,302161
49032,Crusty Inlet,0.08263,400,333550
49033,Bent Gear,0.05092,208,249668
49034,Fused Heat Pipes,0.04734,237,240210
49035,Repurposed Tank,0.29613,769,898242
49036,Intricate Accelerometer,0.81238,1824,2263683
49037,Extraordinary Torquer,0.70028,2538,1967202
49038,Dirty Crank,0.23064,863,725030
49039,Greasy Bearing,0.04812,333,242282
49040,Advanced Torquer,0.67113,2540,1890077
49041,Buzzing Display,0.05883,217,270612
49042,Oily Gear,0.31167,640,939336
49043,Buzzing Belting,0.05323,481,255780
49044,Rusty Seal,0.02298,345,175775
49045,Greasy Plug,0.06297,499,281539
49046,Pitted Chip,0.28904,674,879479
49047,Buzzing Storage Unit,0.25425,717,787465
49048,Dirty Sprockets,0.0141,368,152301
49049,Damaged Radiator,0.00407,458,125778
49050,Rusty Casing,0.13215,617,464535
49051,Crusty Belt,0.0736,339,309654
49052,Damaged Heat Pipes,0.02852,247,190431
49053,Extraordinary Accelerometer,0.67416,1905,1898096
49054,Chewed Display,0.23841,1086,745571
49055,Advanced Torquer,0.44535,2091,1292922
49056,Blackened Gear,0.00027,453,115725
49057,Pitted Tank,0.05359,441,256732
49058,Blackened Reservoir,0.07366,252,309816
49059,Fused Thruster,0.03876,395,217512
49060,Humming Ballute,0.02383,292,178036
49061,Buzzing Pinion,0.13716,624,477765
49062,Greasy Chip,0.01633,287,158180
49063,Buzzing Cog,0.07992,344,326375
49064,Unusual Valves,0.1746,803,576796
49065,Tarnished Casing,0.0808,209,328697
49066,Rusty Pump,0.29849,784,904479
49067,Buzzing Bearing,0.13073,786,460765
49068,Dirty Tank,0.27415,737,840100
49069,Blackened Connector,0.30816,1048,930071
49070,Greasy Actuator,0.22191,1009,701931
49071,Dirty Booster,0.06336,215,282588
49072,Corroded Connector,0.0119,296,146464
49073,Rusty Casing,0.04999,347,247231
49074,Humming Sprockets,0.06699,401,292194
49075,Unusual Display,0.03381,255,204419
49076,Bent Gear,0.0506,299,248831
49077,Oily Thruster,0.01414,258,152387
49078,Unusual Pinion,0.00925,363,139454
49079,Humming Gear,0.04095,489,223305
49080,Chewed Booster,0.07269,383,307270
49081,Buzzing Plating,0.28753,996,875505
49082,Advanced Hydraulics,0.64348,2230,1816954
49083,Rusty Chip,0.28445,706,867339
49084,Blackened Seal,0.06352,384,283008
49085,Pitted Sensor,0.07646,378,317240
49086,Odd Plating,0.08686,308,344749
49087,Odd Actuator,0.26242,1030,809076
49088,Corroded Compressor,0.03371,493,204150
49089,Buzzing Pinion,0.03615,362,210602
49090,Chewed Gear,0.2436,969,759297
49091,High-tech Gyroscope,0.46573,2653,1346821
49092,Bent Bearing,0.00029,429,115755
49093,Oily Cog,0.15355,745,521125
49094,Fused Inlet,0.00375,329,124931
49095,Dirty Pump,0.033,428,202274
49096,Buzzing Connector,0.14345,983,494414
49097,Humming Pinion,0.2752,755,842886
49098,Well-preserved Processor,0.56948,1792,1621244
49099,Sparking Plug,0.07933,327,324809
49100,Humming Inlet,0.02777,215,188458
49101,High-tech Hydraulics,0.93297,2574,2582644
49102,Dirty Circuits,0.19142,807,621285
49103,Water-stained Cylinders,0.03633,437,211095
49104,Corroded Plug,0.03953,429,219545
49105,Oily Sprockets,0.06858,386,296383
49106,Corroded Plug,0.21229,1036,676497
49107,Tarnished Belt,0.19966,780,643078
49108,Oily Plug,0.04204,328,226188
49109,Pitted Plug,0.03716,334,213291
49110,Corroded Tank,0.0428,251,228200
49111,Dirty Plating,0.30926,991,932966
49112,Chewed Ballute,0.02943,433,192846
49113,Humming Pistons,0.01229,461,147505
49114,Intricate Pneumatics,0.60943,2805,1726905
49115,Extraordinary Gyroscope,0.64136,2078,1811340
49116,Dirty Cog,0.00992,244,141232
49117,Pitted Bearing,0.28473,941,868095
49118,Well-preserved Gyroscope,0.86769,2861,2409966
49119,Buzzing Circuits,0.07169,423,304614
49120,Intricate Hydraulics,0.50941,2930,1462361
49121,Bent Compressor,0.06245,390,280187
49122,Fused Compressor,0.04616,364,237097
49123,Weathered Connector,0.07659,451,317564
49124,Fused Circuits,0.08465,270,338890
49125,Unusual Storage Unit,0.29418,1061,893073
49126,Pitted Pump,0.13886,1047,482282
49127,Well-preserved Hydraulics,0.47154,1951,1362187
49128,Dirty Cog,0.03416,333,205344
49129,Bent Casing,0.00069,408,116819
49130,Advanced Torquer,0.52539,2275,1504605
49131,Odd Sensor,0.20927,606,668509
49132,Unusual Sprockets,0.04873,447,243875
49133,Water-stained Storage Unit,0.00643,383,132015
49134,Pitted Gear,0.18853,866,613656
49135,Well-preserved Gyroscope,0.55577,2480,1584966
49136,Sparking Inlet,0.201,976,646625
49137,Rusty Valves,0.04695,400,239171
49138,Greasy Inlet,0.04044,310,221948
49139,Fused Reservoir,0.23588,785,738887
49140,Fused Compressor,0.05052,477,248612
49141,Water-stained Chip,0.02079,353,169996
49142,Sparking Storage Unit,0.31774,681,955408
49143,Repurposed Crank,0.08542,233,340942
49144,Corroded Board,0.02947,248,192944
49145,Pitted Actuator,0.07496,293,313276
49146,Rusty Actuator,0.02335,373,176769
49147,High-tech Gyroscope,0.93465,1587,2587089
49148,Weathered Cylinders,0.08072,241,328511
49149,Blackened Reservoir,0.08112,242,329556
49150,Chewed Cog,0.05282,350,254712
49151,Experimental Processor,0.82724,1778,2302982
49152,Sparking Pump,0.043,275,228725
49153,High-tech Processor,0.91673,2816,2539689
49154,Intricate Accelerometer,0.46505,2879,1345013
49155,Weathered Casing,0.15041,1020,512831
49156,Odd Thruster,0.03888,209,217828
49157,Dirty Belt,0.03498,360,207518
49158,Odd Cylinders,0.01878,426,164681
49159,Damaged Valves,0.02543,269,182260
49160,Buzzing Casing,0.0685,475,296172
49161,Experimental Processor,0.54296,2925,1551101
49162,Damaged Radiator,0.03799,416,215474
49163,Bent Display,0.0499,287,246990
49164,Pitted Storage Unit,0.07772,478,320559
49165,Blackened Casing,0.27129,644,832529
49166,Intact Hydraulics,0.67782,2579,1907781
49167,Repurposed Actuator,0.07994,462,326447
49168,Bent Belt,0.04485,233,233614
49169,Dirty Belt,0.02784,211,188628
49170,Chewed Storage Unit,0.18941,1014,615975
49171,Water-stained Bearing,0.18312,747,599330
49172,Fused Inlet,0.23709,964,742076
49173,Fused Casing,0.23614,1069,739578
49174,Water-stained Seal,0.03848,450,216781
49175,Oily Valves,0.06842,382,295960
49176,Odd Reservoir,0.17291,1023,572345
49177,Sparking Crank,0.19534,1009,631657
49178,Odd Pinion,0.04649,226,237975
49179,Rusty Belt,0.19753,999,637448
49180,Rusty Sensor,0.01075,410,143430
49181,Water-stained Cog,0.05452,380,259197
49182,Dirty Connector,0.07569,428,315193
49183,Weathered Valves,0.04064,448,222495
49184,Bent Display,0.22181,651,701674
49185,Damaged Belt,0.03421,227,205477
49186,Rusty Pinion,0.01885,311,164854
49187,Intricate Accelerometer,0.65977,1418,1860031
49188,Sparking Storage Unit,0.06293,309,281456
49189,Weathered Actuator,0.01788,243,162302
49190,Pitted Display,0.01734,273,160865
49191,Sparking Ballute,0.16848,867,560626
49192,Blackened Tank,0.18587,848,606618
49193,Weathered Storage Unit,0.05077,386,249278
49194,Pitted Pistons,0.01076,317,143457
49195,Water-stained Pistons,0.07952,481,325328
49196,Bent Storage Unit,0.06453,327,285689
49197,Buzzing Thruster,0.03458,419,206461
49198,Damaged Compressor,0.02256,225,174664
49199,Oily Reservoir,0.04764,466,240996
49200,Buzzing Booster,0.04147,412,224689
49201,Odd Reservoir,0.18537,754,605289
49202,High-tech Pneumatics,0.77084,2967,2153812
49203,Unusual Cog,0.06652,221,290946
49204,Greasy Cog,0.14658,841,502701
49205,Tarnished Circuits,0.14049,835,486590
49206,Greasy Storage Unit,0.22791,843,717798
49207,Dirty Inlet,0.28212,639,861197
49208,Oily Sensor,0.02947,234,192938
49209,Odd Radiator,0.30717,1019,927446
49210,Rusty Inlet,0.25901,992,800069
49211,Corroded Plug,0.02717,446,186865
49212,Rusty Plating,0.00999,331,141416
49213,Repurposed Sensor,0.04109,233,223673
49214,Dirty Sprockets,0.00229,467,121052
49215,Dirty Chip,0.07667,248,317781
49216,Blackened Inlet,0.07469,436,312550
49217,Bent Display,0.28712,966,874408
49218,Rusty Chip,0.26559,809,817462
49219,Intact Pneumatics,0.54279,2203,1550632
49220,Tarnished Bearing,0.00048,221,116273
49221,Greasy Thruster,0.2673,756,821982
49222,Buzzing Sensor,0.06754,260,293650
49223,Buzzing Plating,0.03441,278,206014
49224,Corroded Thruster,0.005,342,128237
49225,Dirty Cog,0.03157,223,198509
49226,Crusty Connector,0.04643,364,237797
49227,Dirty Pump,0.05765,297,267473
49228,Odd Thruster,0.14017,771,485742
49229,Greasy Radiator,0.0201,310,168156
49230,Unusual Pistons,0.05258,218,254066
49231,Tarnished Plating,0.28674,846,873404
49232,Dirty Circuits,0.28994,902,881876
49233,Unusual Circuits,0.05497,296,260388
49234,Intricate Torquer,0.56317,1659,1604536
49235,Fused Tank,0.04055,413,222259
49236,Crusty Sprockets,0.02974,465,193666
49237,Bent Inlet,0.03611,222,210514
49238,Repurposed Connector,0.21014,751,670813
49239,Tarnished Radiator,0.02709,456,186659
49240,Bent Plating,0.06112,372,276662
49241,Greasy Seal,0.01112,323,144413
49242,Greasy Plating,0.25491,1054,789210
49243,Pitted Sensor,0.28205,962,860993
49244,Damaged Bearing,0.00959,378,140369
49245,Crusty Inlet,0.13733,962,478220
49246,Bent Chip,0.07056,314,301620
49247,Corroded Reservoir,0.02959,384,193266
49248,Experimental Processor,0.84995,2214,2363059
49249,Repurposed Crank,0.05218,347,253024
49250,Water-stained Heat Pipes,0.05053,406,248653
49251,Crusty Cog,0.28945,872,880582
49252,Well-preserved Hydraulics,0.50889,2213,1460988
49253,Experimental Gyroscope,0.63956,2023,1806600
49254,Rusty Seal,0.08307,449,334712
49255,Corroded Storage Unit,0.00936,215,139769
49256,Greasy Sensor,0.06274,340,280936
49257,Rusty Chip,0.00597,438,130781
49258,Crusty Pump,0.14666,998,502895
49259,Repurposed Inlet,0.00435,332,126497
49260,Weathered Display,0.23538,822,737573
49261,Experimental Regulator,0.61409,1648,1739233
49262,Odd Bearing,0.03297,446,202193
49263,Dirty Actuator,0.05139,443,250916
49264,Crusty Booster,0.13354,708,468216
49265,Humming Pump,0.02099,289,170515
49266,Pitted Chip,0.03967,443,219919
49267,Advanced Regulator,0.6056,1535,1716771
49268,Corroded Ballute,0.02537,462,182111
49269,Chewed Pump,0.19085,864,619791
49270,Damaged Pistons,0.055,327,260464
49271,Water-stained Inlet,0.06301,432,281644
49272,Humming Gear,0.05761,357,267366
49273,Greasy Radiator,0.0753,327,314151
49274,Greasy Crank,0.0809,291,328982
49275,Oily Sensor,0.06908,357,297706
49276,Fused Circuits,0.03821,236,216070
49277,Odd Compressor,0.15065,629,513465
49278,Humming Chip,0.06619,449,290061
49279,Oily Actuator,0.06976,370,299514
49280,Corroded Plug,0.0792,266,324465
49281,Rusty Belting,0.08245,480,333071
49282,Blackened Reservoir,0.22658,750,714279
49283,Buzzing Sprockets,0.03501,308,207592
49284,Repurposed Thruster,0.02164,459,172228
49285,Repurposed Plating,0.08414,353,337542
49286,Greasy Plating,0.31757,795,954950
49287,Blackened Display,0.16695,638,556565
49288,Humming Storage Unit,0.00292,205,122723
49289,Buzzing Plug,0.04085,320,223035
49290,Repurposed Inlet,0.22216,701,702604
49291,Chewed Bearing,0.13672,737,476625
49292,Sparking Heat Pipes,0.03409,352,205176
49293,Water-stained Thruster,0.25613,606,792435
49294,Tarnished Tank,0.19583,614,632943
49295,Buzzing Cylinders,0.22226,871,702860
49296,Blackened Crank,0.0168,295,159433
49297,Dirty Connector,0.27114,908,832142
49298,High-tech Gyroscope,0.78614,2804,2194273
49299,Fused Pump,0.21164,734,674770
49300,Damaged Pinion,0.05674,477,265069
49301,Dirty Plating,0.13293,704,466595
49302,Bent Plug,0.01499,443,154637
49303,Blackened Tank,0.26006,611,802847
49304,Sparking Inlet,0.21642,1071,687410
49305,Greasy Sprockets,0.04641,478,237749
49306,Tarnished Reservoir,0.07401,459,310764
49307,Greasy Pump,0.0136,243,150974
49308,Greasy Pump,0.07424,328,311347
49309,Oily Plug,0.26324,632,811245
49310,Unusual Circuits,0.23404,846,734013
49311,Water-stained Plating,0.02934,246,192599
49312,Humming Bearing,0.00969,296,140630
49313,Weathered Seal,0.00405,462,125714
49314,Oily Gear,0.22744,790,716552
49315,Sparking Tank,0.02629,306,184525
49316,Rusty Actuator,0.23467,879,735698
49317,Water-stained Cog,0.02082,469,170062
49318,Unusual Actuator,0.04605,292,236805
49319,Blackened Actuator,0.05062,349,248879
49320,Corroded Booster,0.04927,409,245322
49321,Fused Compressor,0.02362,336,177473
49322,Well-preserved Pneumatics,0.60416,2678,1712953
49323,Blackened Tank,0.03252,384,201003
49324,Unusual Cylinders,0.02797,267,188989
49325,Bent Booster,0.08479,395,339262
49326,Extraordinary Hydraulics,0.79704,2399,2223107
49327,Weathered Radiator,0.01789,257,162309
49328,Oily Radiator,0.06002,290,273741
49329,Chewed Compressor,0.0243,253,179280
49330,Experimental Regulator,0.70929,1584,1991028
49331,Weathered Pinion,0.02507,454,181307
49332,Advanced Gyroscope,0.46405,2405,1342380
49333,Odd Crank,0.01067,310,143209
49334,Tarnished Board,0.04112,490,223768
49335,Unusual Board,0.07448,495,311995
49336,Crusty Connector,0.02681,289,185900
49337,Repurposed Actuator,0.03044,500,195505
49338,Corroded Crank,0.0845,469,338484
49339,Well-preserved Gyroscope,0.75753,2147,2118610
49340,Blackened Compressor,0.19782,988,638223
49341,Odd Gear,0.06855,496,296303
49342,Odd Booster,0.03632,374,211054
49343,Rusty Compressor,0.31451,674,946853
49344,Damaged Sprockets,0.32367,627,971087
49345,Odd Chip,0.04718,496,239781
49346,Tarnished Plug,0.16223,863,544093
49347,Odd Actuator,0.15483,655,524508
49348,Humming Heat Pipes,0.07097,371,302723
49349,Experimental Gyroscope,0.57999,2099,1649042
49350,Weathered Storage Unit,0.05928,234,271789
49351,Tarnished Pistons,0.07924,405,324592
49352,Fused Cylinders,0.07158,342,304311
49353,Sparking Pistons,0.08645,283,343651
49354,Oily Bearing,0.21964,728,695929
49355,Corroded Circuits,0.24836,880,771899
49356,Dirty Heat Pipes,0.1798,870,590551
49357,Intricate Torquer,0.45298,1887,1313106
49358,Advanced Accelerometer,0.72913,1436,2043494
49359,Extraordinary Torquer,0.73687,2636,2063967
49360,Crusty Pump,0.05937,337,272024
49361,Repurposed Belting,0.29173,928,886606
49362,Buzzing Cog,0.06084,492,275912
49363,Well-preserved Accelerometer,0.64883,2612,1831120
49364,Pitted Crank,0.16854,725,560766
49365,Repurposed Tank,0.05271,362,254413
49366,Unusual Storage Unit,0.20953,689,669181
49367,Crusty Bearing,0.06599,322,289532
49368,Damaged Plating,0.02616,471,184203
49369,Buzzing Circuits,0.0613,483,277121
49370,Greasy Board,0.00605,408,130996
49371,Crusty Plating,0.02962,340,193339
49372,Odd Plug,0.17805,1018,585921
49373,Buzzing Cylinders,0.01598,300,157269
49374,Bent Chip,0.00157,408,119152
49375,Unusual Crank,0.04747,323,240550
49376,Pitted Thruster,0.03423,207,205536
49377,Pitted Storage Unit,0.03684,203,212426
49378,Oily Tank,0.01919,452,165758
49379,Buzzing Plug,0.02163,229,172197
49380,Tarnished Compressor,0.00435,288,126501
49381,Oily Gear,0.31194,1001,940065
49382,Odd Chip,0.18784,767,611813
49383,Extraordinary Gyroscope,0.54235,1425,1549476
49384,Weathered Booster,0.07994,254,326445
49385,Sparking Casing,0.29565,933,896962
49386,Bent Pistons,0.01976,492,167275
49387,Advanced Processor,0.88762,1797,2462689
49388,Extraordinary Gyroscope,0.9799,1621,2706759
49389,Oily Booster,0.21154,806,674516
49390,Crusty Radiator,0.0388,347,217617
49391,Fused Seal,0.03299,442,202247
49392,Fused Cog,0.07941,243,325022
49393,Sparking Radiator,0.05599,345,263099
49394,Humming Tank,0.23801,891,744519
49395,Water-stained Sensor,0.0372,316,213379
49396,Corroded Gear,0.04233,351,226961
49397,Corroded Board,0.20588,752,659529
49398,Bent Plating,0.24426,749,761049
49399,Weathered Plating,0.03963,434,219831
49400,Crusty Crank,0.00069,301,116818
49401,Corroded Storage Unit,0.04975,363,246578
49402,Fused Chip,0.04738,209,240328
49403,Bent Booster,0.0644,500,285329
49404,Advanced Regulator,0.88269,2074,2449647
49405,Bent Reservoir,0.07643,359,317155
49406,Bent Belt,0.07736,233,319616
49407,Intact Processor,0.79177,2446,2209174
49408,Rusty Cog,0.01703,375,160036
49409,Odd Casing,0.08041,475,327667
49410,Repurposed Chip,0.29725,606,901205
49411,Water-stained Connector,0.18461,778,603270
49412,Buzzing Thruster,0.04937,359,245588
49413,Unusual Pistons,0.22835,765,718965
49414,Blackened Booster,0.01876,393,164616
49415,Repurposed Chip,0.20094,955,646472
49416,Intricate Regulator,0.8871,1968,2461304
49417,Chewed Booster,0.02868,356,190848
49418,Damaged Casing,0.05294,275,255035
49419,Greasy Reservoir,0.05141,328,250973
49420,Tarnished Crank,0.01796,415,162498
49421,Blackened Radiator,0.19478,754,630173
49422,Rusty Storage Unit,0.05353,370,256596
49423,Sparking Tank,0.0601,423,273949
49424,Greasy Compressor,0.28382,726,865682
49425,Pitted Tank,0.20306,864,652079
49426,Corroded Bearing,0.05167,474,251670
49427,Crusty Sensor,0.04268,414,227887
49428,Humming Booster,0.07963,241,325607
49429,Extraordinary Regulator,0.93729,1529,2594058
49430,Chewed Valves,0.02714,239,186795
49431,Blackened Cog,0.29875,661,905179
49432,Blackened Cog,0.04514,439,234393
49433,Weathered Compressor,0.03958,319,219683
49434,Bent Reservoir,0.1929,809,625219
49435,Chewed Crank,0.06113,213,276672
49436,Tarnished Belt,0.04549,436,235330
49437,Water-stained Seal,0.06001,397,273728
49438,Intact Torquer,0.64694,2493,1826116
49439,Weathered Sprockets,0.1572,1013,530787
49440,Repurposed Belting,0.02091,333,170304
49441,Corroded Bearing,0.02688,250,186086
49442,Water-stained Crank,0.03293,413,202099
49443,Extraordinary Regulator,0.95025,2123,2628329
49444,Corroded Pinion,0.03986,237,220420
49445,Repurposed Plug,0.0161,331,157582
49446,Advanced Regulator,0.71224,1669,1998821
49447,Tarnished Thruster,0.30846,1070,930859
49448,Water-stained Tank,0.05871,323,270294
49449,Pitted Display,0.07794,287,321135
49450,Oily Display,0.15487,662,524621
49451,Pitted Gear,0.01014,333,141828
49452,Experimental Gyroscope,0.82447,2905,2295668
49453,Fused Belt,0.02545,450,182319
49454,Blackened Compressor,0.08401,463,337212
49455,Buzzing Plug,0.27965,693,854642
49456,Rusty Radiator,0.01941,417,166338
49457,Fused Thruster,0.14528,633,499249
49458,Unusual Circuits,0.07196,452,305319
49459,Oily Seal,0.0732,209,308599
49460,Crusty Seal,0.00553,406,129633
49461,Blackened Display,0.04723,335,239915
49462,Damaged Heat Pipes,0.00343,358,124063
49463,Repurposed Pump,0.18514,719,604681
49464,Unusual Gear,0.01777,470,162003
49465,Buzzing Gear,0.05779,257,267858
49466,Blackened Plating,0.05757,464,267271
49467,Blackened Storage Unit,0.04713,272,239656
49468,Oily Ballute,0.0121,476,147003
49469,Corroded Belting,0.07675,342,318000
49470,Humming Tank,0.04153,422,224833
49471,Bent Ballute,0.27713,1033,847996
49472,Blackened Sensor,0.05151,461,251233
49473,Damaged Chip,0.06216,262,279406
49474,High-tech Hydraulics,0.73962,2388,2071238
49475,Dirty Belt,0.1792,851,588979
49476,Weathered Circuits,0.13746,1039,478559
49477,Dirty Circuits,0.20681,906,662010
49478,Unusual Plug,0.06984,483,299734
49479,Fused Plug,0.02836,315,190001
49480,Tarnished Cylinders,0.04778,258,241378
49481,Crusty Storage Unit,0.30127,735,911841
49482,Corroded Plug,0.03528,393,208304
49483,Rusty Storage Unit,0.32567,1088,976360
49484,Bent Reservoir,0.0456,232,235612
49485,Dirty Display,0.28432,942,867012
49486,Bent Bearing,0.06615,489,289962
49487,Greasy Ballute,0.01712,370,160282
49488,Rusty Radiator,0.03936,278,219109
49489,Dirty Sprockets,0.1504,828,512799
49490,Blackened Cylinders,0.24437,610,761329
49491,Pitted Casing,0.00222,418,120860
49492,Rusty Radiator,0.27155,965,833222
49493,Weathered Connector,0.01093,383,143909
49494,Weathered Board,0.01931,400,166084
49495,Extraordinary Gyroscope,0.6974,1547,1959572
49496,Buzzing Thruster,0.01028,304,142186
49497,Pitted Plug,0.0578,319,267889
49498,Buzzing Display,0.00901,466,138828
49499,Dirty Booster,0.00841,320,137239
49500,Damaged Board,0.28344,835,864667
49501,Chewed Gear,0.05121,240,250436
49502,Intricate Hydraulics,0.99748,2647,2753269
49503,Crusty Gear,0.06805,498,294986
49504,Sparking Pump,0.30888,671,931957
49505,Buzzing Circuits,0.08178,343,331296
49506,Weathered Radiator,0.26892,894,826271
49507,High-tech Regulator,0.69999,1507,1966429
49508,Sparking Circuits,0.02096,497,170440
49509,Experimental Pneumatics,0.45132,1942,1308705
49510,Greasy Circuits,0.03122,202,197572
49511,Blackened Cog,0.05234,405,253432
49512,Extraordinary Pneumatics,0.77925,2486,2176051
49513,Unusual Sprockets,0.05162,274,251521
49514,Unusual Sprockets,0.01671,275,159208
49515,Tarnished Pump,0.05389,421,257541
49516,Chewed Belting,0.00395,290,125450
49517,Dirty Pinion,0.06296,210,281533
49518,Oily Storage Unit,0.20637,635,660841
49519,Dirty Tank,0.08476,254,339192
49520,Blackened Cog,0.07852,370,322685
49521,Odd Actuator,0.07737,449,319651
49522,Sparking Valves,0.01733,246,160842
49523,Damaged Display,0.20648,928,661116
49524,Greasy Compressor,0.05914,310,271410
49525,Greasy Connector,0.02197,281,173117
49526,High-tech Regulator,0.90306,2553,2503531
49527,Blackened Sprockets,0.27135,820,832693
49528,Intricate Torquer,0.88409,2227,2453346
49529,Bent Connector,0.00148,493,118919
49530,Advanced Torquer,0.99043,2777,2734609
49531,Buzzing Display,0.15223,702,517627
49532,Odd Casing,0.00535,284,129143
49533,Advanced Accelerometer,0.87226,1497,2422072
49534,Sparking Pump,0.00272,415,122190
49535,Pitted Actuator,0.06083,220,275890
49536,Weathered Pistons,0.25513,1036,789802
49537,Weathered Ballute,0.24619,902,766167
49538,Corroded Compressor,0.05542,362,261587
49539,Bent Cylinders,0.02996,499,194255
49540,Weathered Connector,0.01984,234,167486
49541,Blackened Gear,0.28034,904,856468
49542,Fused Valves,0.27281,1089,836575
49543,Odd Circuits,0.16264,734,545173
49544,Odd Connector,0.32527,682,975328
49545,Rusty Pinion,0.01593,432,157121
49546,Blackened Bearing,0.02571,395,183004
49547,Blackened Seal,0.27035,697,830055
49548,Oily Cog,0.26754,698,822634
49549,Bent Pump,0.07641,376,317094
49550,Fused Heat Pipes,0.0341,271,205181
49551,Fused Circuits,0.07444,236,311881
49552,Tarnished Circuits,0.0173,235,160765
49553,Unusual Belting,0.21076,924,672447
49554,Humming Compressor,0.13681,947,476845
49555,Repurposed Storage Unit,0.07725,298,319310
49556,Fused Ballute,0.29855,966,904649
49557,Unusual Reservoir,0.2647,1046,815109
49558,Buzzing Connector,0.04432,283,232216
49559,Rusty Compressor,0.06332,383,282473
49560,Greasy Gear,0.20773,1094,664420
49561,Well-preserved Hydraulics,0.51178,1786,1468631
49562,Extraordinary Accelerometer,0.81362,2726,2266972
49563,Odd Actuator,0.0741,409,310991
49564,Tarnished Casing,0.312,1075,940229
49565,Rusty Plating,0.00152,369,119029
49566,Extraordinary Gyroscope,0.5625,1639,1602771
49567,Humming Seal,0.26406,1004,813415
49568,Sparking Belting,0.27417,860,840155
49569,Tarnished Radiator,0.0004,263,116061
49570,Intricate Pneumatics,0.99516,1973,2747125
49571,Humming Circuits,0.16411,740,549051
49572,Greasy Gear,0.30485,747,921313
49573,Tarnished Chip,0.0479,311,241693
49574,Water-stained Booster,0.0492,490,245143
49575,Repurposed Booster,0.28656,686,872922
49576,Repurposed Booster,0.32332,1036,970158
49577,Advanced Hydraulics,0.57698,1874,1641069
